renovation_type,bedrooms_to_reno,bathrooms_to_reno,sqft_renovated,sqft_to_add,material_grade,structural_changes,property_size,renovation_cost,pre_renovation_cost,post_renovation_value,location
"[""Bedroom"", ""Bathroom"", ""Living room""]",3,2,1453,322.0,mid-range,1,2030,246064.08,587306.64,682436.0244,910626.421425757
"[""Bedroom"", ""Bathroom""]",7,3,2480,946.0,mid-range,1,3937,435790.4600000001,502709.58,598098.722805,584356.9210885423
"[""Kitchen"", ""Other/Custom""]",0,0,776,0.0,budget-friendly,0,6760,73408.18,2346719.19,2474894.5689,2505340.7489834023
"[""Bedroom"", ""Living room""]",2,0,852,0.0,mid-range,0,1565,91672.7,308425.7,342387.3495,455750.6403917306
"[""Living room"", ""Kitchen""]",0,0,812,602.0,budget-friendly,1,1580,62652.46,435429.51,474289.46939999994,593131.0463311035
"[""Bedroom"", ""Bathroom""]",3,1,1065,322.0,high-end,1,1801,169595.62000000002,617350.36,690565.4582499999,562615.8913025274
"[""Living room"", ""Kitchen""]",0,0,754,0.0,mid-range,0,6005,83082.71,2201111.02,2326332.06955,2505340.7489834023
"[""Bathroom"", ""Living room""]",0,1,514,151.0,high-end,1,2984,84456.69,565716.73,609925.514425,633749.447976567
"[""Bathroom"", ""Other/Custom""]",0,1,550,0.0,budget-friendly,0,3528,73663.54999999999,445447.06,481462.01342499995,583917.6428237398
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",3,1,1443,644.0,mid-range,1,1818,229344.42,270664.42,330345.92461000005,334674.9581336589
"[""Living room"", ""Kitchen""]",0,0,633,0.0,budget-friendly,0,2005,76449.22,543070.59,591016.9016999999,589379.4798394532
"[""Bathroom"", ""Living room""]",0,1,397,101.97902097902099,mid-range,1,1384,57356.08,476875.15,509248.56970000005,562615.8913025274
"[""Bedroom"", ""Bathroom""]",2,1,712,0.0,budget-friendly,0,1551,78811.55,443026.3,480354.61175,729059.2861618154
"[""Full renovation""]",2,1,1368,194.5874125874126,budget-friendly,1,1368,117191.05,426768.64,481130.5438,549128.4854811856
"[""Bedroom"", ""Kitchen""]",1,0,362,0.0,mid-range,0,971,49141.73,318630.01,348448.00539999997,362201.48039049795
"[""Bedroom"", ""Living room""]",3,0,1163,0.0,high-end,0,1642,165587.83000000002,460730.59,521664.5783874999,473835.47798471845
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",2,1,836,0.0,mid-range,0,1136,110200.9,249367.31,299042.6321,257189.58842055334
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",5,3,2035,624.0,mid-range,1,3021,357827.21,586578.15,713181.267375,635761.4082269554
"[""Bedroom"", ""Bathroom"", ""Living room""]",5,2,1983,0.0,mid-range,0,2976,304012.31999999995,903154.02,1024302.4521000001,718133.5629715051
"[""Full renovation""]",6,3,3179,0.0,high-end,0,3179,384589.18999999994,814781.85,978361.4659499999,593131.0463311035
"[""Bedroom"", ""Bathroom"", ""Living room""]",5,4,2306,302.0,mid-range,1,2762,391195.34,701016.96,831931.8772799999,891671.9944522413
"[""Bathroom"", ""Other/Custom""]",0,1,512,0.0,mid-range,0,1628,78833.95999999999,535678.73,576581.7893000001,515996.1562416109
"[""Bathroom"", ""Kitchen""]",0,1,500,452.0,budget-friendly,1,3317,84544.53,617266.0,680299.4029750001,750964.4994797701
"[""Bathroom"", ""Kitchen""]",0,1,184,94.02785145888595,high-end,1,509,55649.3,113312.4,138475.413,460825.5934515108
"[""Bedroom"", ""Kitchen""]",2,0,753,0.0,budget-friendly,0,1283,77521.03,337975.44,376828.24895,422600.3971445641
"[""Bathroom"", ""Kitchen""]",0,1,456,0.0,mid-range,0,4123,81394.70999999999,1277246.02,1379520.1148500002,926886.3923402497
"[""Bedroom"", ""Other/Custom""]",1,0,332,0.0,mid-range,0,853,48467.34,271911.78,291257.6688,362556.9047908152
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",4,2,1742,322.0,mid-range,1,2548,279861.02,775693.08,886520.3915142858,715063.674403916
"[""Full renovation""]",7,6,3693,0.0,budget-friendly,0,3693,502369.14,900747.37,1076393.1071499998,857843.3948752978
"[""Full renovation""]",1,1,461,91.29045092838197,high-end,1,461,99616.85,147830.57,178874.9897,562615.8913025274
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,559,0.0,mid-range,0,905,71716.13,293293.5,329440.86909999995,474032.3731833224
"[""Bathroom"", ""Living room""]",0,1,468,0.0,budget-friendly,0,3468,73663.54999999999,712253.5,756272.646625,764427.3883938657
"[""Living room"", ""Kitchen""]",0,0,816,0.0,mid-range,0,1841,80356.15,465946.93,512226.72909999994,588676.7985449556
"[""Bedroom"", ""Living room""]",6,0,2085,644.0,mid-range,1,3378,282774.48,650800.73,748424.8115214284,770940.0264432136
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",2,1,594,206.48286604361368,mid-range,1,918,100928.28,302339.21,352650.45185000007,550897.0231795768
"[""Living room"", ""Other/Custom""]",0,0,831,0.0,mid-range,0,2734,78729.42,497469.79,529731.6041499999,749690.1337423729
"[""Bedroom"", ""Bathroom""]",3,1,911,0.0,mid-range,0,1760,165221.96,343866.12,406846.60335,441299.58650862484
"[""Bathroom"", ""Other/Custom""]",0,1,524,0.0,budget-friendly,0,3337,74625.91,622904.09,664538.680025,749690.1337423729
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",7,5,3012,945.0,mid-range,1,4153,546928.64,806644.47,983020.3858442309,749690.1337423729
"[""Bedroom"", ""Bathroom""]",1,1,254,0.0,mid-range,0,877,44283.39,321768.62,345370.94645000005,360382.72442315845
"[""Bedroom"", ""Bathroom"", ""Living room""]",8,4,3146,644.0,mid-range,1,3665,523996.2899999999,713832.82,847676.4737499999,748385.3759477742
"[""Bathroom"", ""Kitchen""]",0,1,432,301.0,high-end,1,1885,94392.02,361766.5,413913.91645,442311.88738048566
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",7,3,2749,795.0,mid-range,1,3341,447358.27,783931.92,953902.6135636364,864290.96920644
"[""Bathroom"", ""Kitchen""]",0,1,483,151.0,high-end,1,3749,89786.41,766448.15,841391.1562250002,770940.0264432136
"[""Bedroom"", ""Living room""]",2,0,769,459.0815850815851,budget-friendly,1,1457,80913.66,410763.97,441604.09584999987,729059.2861618154
"[""Bedroom"", ""Kitchen""]",2,0,706,353.12354312354313,high-end,1,1173,97824.56,267750.83,311592.59935,257189.58842055334
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,584,0.0,mid-range,0,985,71716.13,248039.12,282150.04199999996,421138.5496460387
"[""Kitchen"", ""Other/Custom""]",0,0,701,0.0,mid-range,0,2586,79200.85,488760.0,535702.46775,636523.1519029945
"[""Bedroom"", ""Living room""]",2,0,995,644.0,mid-range,1,1524,98740.04,493036.37,532028.72835,470718.2613586728
"[""Bathroom"", ""Kitchen""]",0,1,459,0.0,budget-friendly,0,3793,70077.98,502261.32,553420.3932,583628.098793705
"[""Bedroom"", ""Bathroom""]",1,1,241,0.0,mid-range,0,958,45598.009999999995,326052.58,350197.53054999997,362556.9047908152
"[""Living room"", ""Kitchen""]",0,0,716,0.0,high-end,0,3050,87290.76000000001,588059.59,642673.5416499999,768096.9796926685
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",1,1,427,75.53271028037383,mid-range,1,908,71826.98,280559.72,320377.93679999997,362556.9047908152
"[""Bedroom"", ""Bathroom"", ""Living room""]",4,2,1888,623.0,mid-range,1,2453,301754.02999999997,507680.58,603958.5757071429,453214.30405612406
"[""Full renovation""]",2,1,1285,0.0,mid-range,0,1285,125101.09,342173.8,396978.46435,419376.4300117418
"[""Bedroom"", ""Bathroom"", ""Living room""]",5,2,2056,322.0,mid-range,1,2848,321391.32,695696.09,816600.0210500001,611849.4788960892
"[""Full renovation""]",4,3,2021,0.0,mid-range,0,2021,298849.01999999996,399389.85,480266.2946249999,438354.1998740959
"[""Full renovation""]",5,3,2550,0.0,high-end,0,2550,350005.83999999997,510583.05,617805.4905,632017.9335746003
"[""Bathroom"", ""Kitchen""]",0,1,403,0.0,mid-range,0,1386,58862.29,422597.1,466494.54735,480164.60953967203
"[""Bathroom"", ""Living room""]",0,1,288,235.26168224299064,high-end,1,1067,52969.21,263275.4,288653.5013,259451.67101114738
"[""Bedroom"", ""Living room""]",3,0,1091,301.0,mid-range,1,1662,170006.72000000003,319930.72,375718.6392999999,441299.58650862484
"[""Kitchen"", ""Other/Custom""]",0,0,756,0.0,budget-friendly,0,1787,70935.8,591891.47,639807.32615,474953.67957478453
"[""Bedroom"", ""Kitchen""]",6,0,2080,322.0,mid-range,1,3800,279146.94,726876.24,846918.7848857142,764615.9502687944
"[""Living room"", ""Kitchen""]",0,0,743,301.0,mid-range,1,1971,90828.05,368872.87,414082.9849,441299.58650862484
"[""Living room"", ""Other/Custom""]",0,0,796,0.0,budget-friendly,0,2918,74521.37,584070.88,615747.2644749999,636523.1519029945
"[""Bathroom"", ""Living room""]",0,1,554,301.0,high-end,1,3764,93035.95,690223.26,740934.0516750001,748201.1019928089
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,809,0.0,budget-friendly,0,1119,77423.95,361013.91,400873.84069999994,512787.1344803147
"[""Bedroom"", ""Bathroom"", ""Living room""]",4,2,1728,452.0,mid-range,1,2410,291717.08,485386.06,576395.94625,456784.7012993054
"[""Living room"", ""Kitchen""]",0,0,742,301.0,high-end,1,3039,100873.16,564318.16,623000.62,634424.3807046467
"[""Bedroom"", ""Kitchen""]",7,0,2459,644.0,mid-range,1,3885,342670.33,523803.41,630855.73191875,585322.9444696801
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",6,5,2691,1268.0,mid-range,1,3266,484853.62,637218.62,755502.3263374999,768096.9796926685
"[""Bathroom"", ""Kitchen""]",0,1,519,151.0,mid-range,1,2959,89043.23999999999,573197.6,635638.0765999999,632017.9335746003
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",4,3,1891,644.0,high-end,1,2479,354858.06,749943.67,886883.7044500001,729059.2861618154
"[""Living room"", ""Kitchen""]",0,0,656,301.0,high-end,1,1609,103078.67,315698.19,363920.56964999996,473663.46079924994
"[""Bathroom"", ""Other/Custom""]",0,1,557,301.0,high-end,1,2092,93821.1,565617.49,612843.31945,589670.1151351548
"[""Bedroom"", ""Bathroom"", ""Living room""]",1,1,409,144.0,mid-range,1,862,67823.48,304310.8,334804.52019999997,562615.8913025274
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",3,2,1547,452.0,mid-range,1,1963,264542.33999999997,516501.99,629486.8003125,589670.1151351548
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",8,6,3399,795.0,mid-range,1,4232,612483.98,837234.96,994635.1324799999,748201.1019928089
"[""Full renovation""]",6,3,3172,0.0,high-end,0,3172,384589.18999999994,591567.1,715796.191,632017.9335746003
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",1,1,411,109.91588785046729,mid-range,1,762,70929.53,175346.76,207855.71990000003,259110.37473145
"[""Living room"", ""Kitchen""]",0,0,711,0.0,mid-range,0,2071,78375.47,556703.35,606443.2738,480164.60953967203
"[""Bedroom"", ""Kitchen""]",6,0,2101,644.0,mid-range,1,3296,276653.46,956387.65,1084792.4476214284,924298.1851105052
"[""Living room"", ""Other/Custom""]",0,0,809,0.0,high-end,0,2164,82459.51000000001,564423.29,599482.831325,611135.9710193529
"[""Living room"", ""Kitchen""]",0,0,818,0.0,high-end,0,4141,87851.59,550517.6,603623.029775,583917.6428237398
"[""Bedroom"", ""Bathroom""]",2,1,507,0.0,mid-range,0,1080,75518.9,329585.53,363639.1439,359371.8741154736
"[""Bathroom"", ""Living room""]",0,1,519,301.0,high-end,1,1925,96141.49,600423.85,650163.2571999999,467907.5515662078
"[""Bathroom"", ""Kitchen""]",0,1,570,0.0,mid-range,0,2150,84206.6,412021.32,463267.6782,442581.28692691075
"[""Bathroom"", ""Other/Custom""]",0,1,438,0.0,mid-range,0,1830,78833.95999999999,369765.13,405690.78130000003,456784.7012993054
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,759,318.68531468531467,mid-range,1,1128,91766.6,365130.58,410467.9351,359371.8741154736
"[""Bedroom"", ""Living room""]",3,0,1250,0.0,high-end,0,2001,170385.32,518238.53,582239.2635499999,468125.1879910406
"[""Living room"", ""Kitchen""]",0,0,797,0.0,mid-range,0,2142,80356.15,551637.45,601773.3224999999,588676.7985449556
"[""Bedroom"", ""Kitchen""]",5,0,1881,322.0,mid-range,1,2508,252448.67,360111.81,433934.73104999994,337972.4055670806
"[""Kitchen"", ""Other/Custom""]",0,0,893,602.0,high-end,1,3234,108861.84,629934.86,693389.8721,749690.1337423729
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",3,2,1439,945.0,mid-range,1,1957,268486.98,521851.42,620350.8755249999,468125.1879910406
"[""Bedroom"", ""Bathroom"", ""Living room""]",4,3,1879,473.0,mid-range,1,2693,339113.89,694648.51,822308.8406500001,607003.9708666095
"[""Bedroom"", ""Bathroom"", ""Living room""]",1,1,451,0.0,high-end,0,911,78398.96,211196.75,243404.3093,258778.52985726285
"[""Bathroom"", ""Kitchen""]",0,1,552,0.0,high-end,0,1627,83552.04999999999,522252.3,580532.9741250001,474953.67957478453
"[""Full renovation""]",5,3,2882,0.0,budget-friendly,0,2882,330594.61,856348.54,994062.6073,729059.2861618154
"[""Bathroom"", ""Other/Custom""]",0,1,453,0.0,high-end,0,1802,88211.9,569183.93,615369.3749,549128.4854811856
"[""Full renovation""]",6,4,3304,0.0,high-end,0,3304,418791.79999999993,654110.05,791473.1605,748201.1019928089
"[""Full renovation""]",6,3,3419,0.0,budget-friendly,0,3419,365177.96,694320.46,829712.9496999999,473663.46079924994
"[""Bathroom"", ""Kitchen""]",0,1,359,177.25874125874125,budget-friendly,1,1250,51309.119999999995,285286.15,317796.05500000005,473663.46079924994
"[""Living room"", ""Other/Custom""]",0,0,847,301.0,mid-range,1,2749,85778.97,795224.07,834172.8065999999,722057.5300960252
"[""Bedroom"", ""Kitchen""]",1,0,356,0.0,budget-friendly,0,969,45064.4,323977.58,352413.87409999996,360382.72442315845
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",3,2,1504,151.0,mid-range,1,1670,232642.22,435249.91,516859.26812499994,476497.9429147776
"[""Kitchen"", ""Other/Custom""]",0,0,759,0.0,budget-friendly,0,2444,74992.8,677687.3,731243.5144999999,729059.2861618154
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1130,301.0,mid-range,1,2062,127939.91,629060.18,697668.95975,926886.3923402497
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1210,0.0,mid-range,0,1815,119720.86,480425.9,539757.1364,422600.3971445641
"[""Bathroom"", ""Kitchen""]",0,1,539,301.0,budget-friendly,1,2210,82541.48999999999,329334.3,374475.866175,329482.05229326704
"[""Bedroom"", ""Other/Custom""]",3,0,1313,322.0,mid-range,1,1707,169517.73,258981.44,304141.3286,334674.9581336589
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",3,2,1490,0.0,mid-range,0,2052,230874.64,510706.28,597598.6068000001,589670.1151351548
"[""Bedroom"", ""Bathroom"", ""Living room""]",4,2,1642,623.0,mid-range,1,2330,288414.64,568244.12,674181.0595142856,898392.8709650495
"[""Living room"", ""Other/Custom""]",0,0,881,0.0,budget-friendly,0,7421,70313.32,2528002.88,2587016.9191999994,2492746.2538584336
"[""Bedroom"", ""Living room""]",6,0,1978,623.0,mid-range,1,3127,293843.64999999997,567387.81,665870.1227357143,635761.4082269554
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",5,3,2227,644.0,mid-range,1,3213,372446.43,613354.6,728358.5875,742739.9151843397
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",3,1,1377,322.0,mid-range,1,2015,209271.54,389697.9,475041.74010000005,460825.5934515108
"[""Kitchen"", ""Other/Custom""]",0,0,782,301.0,mid-range,1,1751,89162.91,339443.72,382805.00404999993,438354.1998740959
"[""Bedroom"", ""Bathroom"", ""Living room""]",4,3,1986,644.0,mid-range,1,1986,335734.95,506741.64,601755.6975,588676.7985449556
"[""Kitchen"", ""Other/Custom""]",0,0,713,602.0,mid-range,1,1785,96353.97,456712.47,507616.0317,420882.7322267811
"[""Full renovation""]",2,1,1394,0.0,high-end,0,1394,138972.81,208610.81,252419.0801,333612.3852677651
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",3,2,1441,151.0,mid-range,1,1778,237726.01,534028.68,624933.23355,910626.421425757
"[""Bathroom"", ""Living room""]",0,1,436,301.0,high-end,1,2626,99716.07,747925.17,803269.2282,718133.5629715051
"[""Bathroom"", ""Living room""]",0,1,484,0.0,budget-friendly,0,1868,72332.8,471824.06,507678.62179999996,588676.7985449556
"[""Bedroom"", ""Bathroom""]",3,2,1124,624.0,mid-range,1,2049,217135.97,532612.19,616336.9783399999,611849.4788960892
"[""Full renovation""]",3,1,1923,0.0,budget-friendly,0,1923,193022.69,491706.9,571740.5175,589670.1151351548
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",4,2,1809,452.0,mid-range,1,2687,286942.08999999997,677832.22,788553.9449499999,593131.0463311035
"[""Bedroom"", ""Other/Custom""]",5,0,1799,322.0,high-end,1,2823,255207.59000000003,805673.1,900062.6442749999,724209.6059686558
"[""Living room"", ""Other/Custom""]",0,0,734,0.0,mid-range,0,2071,78729.42,521234.23,553852.51075,588676.7985449556
"[""Bathroom"", ""Other/Custom""]",0,1,485,0.0,budget-friendly,0,2707,76082.33,670140.15,713639.670975,607003.9708666095
"[""Bedroom"", ""Living room""]",2,0,888,322.0,mid-range,1,1517,92236.37,479614.9,515863.58005,512787.1344803147
"[""Bedroom"", ""Other/Custom""]",4,0,1548,644.0,mid-range,1,1950,213948.36,505730.88,580710.5766,589379.4798394532
"[""Bedroom"", ""Kitchen""]",3,0,1288,623.0,mid-range,1,2071,174643.8,520990.44,599447.8068,420882.7322267811
"[""Bedroom"", ""Bathroom"", ""Living room""]",2,1,779,174.7902097902098,high-end,1,1090,104820.45,261057.49,302693.809825,258538.89048027052
"[""Bedroom"", ""Bathroom"", ""Living room""]",7,6,3130,1096.0,mid-range,1,4290,596290.5499999999,826595.4,982024.8564642858,742739.9151843397
"[""Bathroom"", ""Kitchen""]",0,1,252,0.0,high-end,0,852,48183.77,231698.08,261139.230625,422600.3971445641
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1198,0.0,mid-range,0,1693,127216.3,549747.41,615195.25945,515996.1562416109
"[""Bedroom"", ""Living room""]",8,0,2655,623.0,mid-range,1,4174,381608.74,537135.71,631134.4592499998,584356.9210885423
"[""Living room"", ""Kitchen""]",0,0,397,0.0,mid-range,0,1065,54494.27,341155.25,373672.9313,360382.72442315845
"[""Living room"", ""Kitchen""]",0,0,773,602.0,budget-friendly,1,3503,85368.34,1072136.53,1145993.1758499998,910626.421425757
"[""Living room"", ""Kitchen""]",0,0,595,206.4825174825175,high-end,1,1449,58796.25,221102.92,250014.34202500002,333612.3852677651
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",1,1,318,0.0,mid-range,0,709,77487.06,187895.75,223965.35420000003,422600.3971445641
"[""Full renovation""]",8,7,4090,0.0,mid-range,0,4090,573992.8599999999,548265.16,659288.8549,583628.098793705
"[""Bedroom"", ""Kitchen""]",6,0,2099,966.0,mid-range,1,3409,305409.93,612780.85,736560.1161999999,742739.9151843397
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1087,301.0,high-end,1,1853,143483.24,465846.2,534158.7482,589670.1151351548
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1003,602.0,budget-friendly,1,2127,128737.22000000002,580467.65,645853.54635,589379.4798394532
"[""Bathroom"", ""Other/Custom""]",0,1,404,0.0,high-end,0,1382,58513.759999999995,359092.66,388736.1274,884761.8567269483
"[""Bedroom"", ""Living room""]",7,0,2330,1267.0,mid-range,1,3567,345624.63,461700.39,540910.8631593749,585322.9444696801
"[""Living room"", ""Kitchen""]",0,0,668,0.0,mid-range,0,3135,78375.47,917539.74,983517.3013499998,918049.8174818624
"[""Bedroom"", ""Other/Custom""]",4,0,1387,0.0,budget-friendly,0,2490,189547.12,614593.64,681813.96332,593131.0463311035
"[""Full renovation""]",7,6,4145,0.0,high-end,0,4145,521780.37,542119.83,655964.9942999999,584499.0331593506
"[""Bathroom"", ""Kitchen""]",0,1,172,0.0,mid-range,0,377,44508.72,144347.97,167029.095,474953.67957478453
"[""Bedroom"", ""Other/Custom""]",6,0,2065,0.0,mid-range,0,3845,285787.31999999995,520438.6,611887.0968571429,584499.0331593506
"[""Bathroom"", ""Other/Custom""]",0,1,380,165.95104895104896,mid-range,1,1173,54802.259999999995,319216.29,346055.4906,611135.9710193529
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1173,301.0,mid-range,1,3876,130602.67,532681.87,598445.4085499999,585322.9444696801
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1108,602.0,mid-range,1,2717,138422.43,667481.29,741121.0134999999,599125.9764701508
"[""Bedroom"", ""Kitchen""]",3,0,1277,301.0,mid-range,1,2034,176034.16999999998,573883.58,655819.2327874999,480164.60953967203
"[""Bathroom"", ""Other/Custom""]",0,1,536,0.0,mid-range,0,2775,77393.64,642886.92,686552.5242000001,898392.8709650495
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1107,0.0,mid-range,0,3398,117740.18,711325.38,780423.1788,460825.5934515108
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",3,1,1311,301.0,high-end,1,1920,219946.33,469621.74,569061.65532,593131.0463311035
