renovation_type,bedrooms_to_reno,bathrooms_to_reno,sqft_renovated,sqft_to_add,material_grade,structural_changes,property_size,Location,renovation_cost
"[""Bedroom"", ""Bathroom""]",13,7,"{""bedrooms"": [302, 279, 275, 267, 276, 303, 265, 247, 255, 302, 304, 254, 318], ""bathrooms"": [130, 141, 132, 136, 118, 136, 137], ""other"": {}}","{""bedrooms"": [322, 0, 0, 0, 322, 0, 0, 0, 0, 0, 322, 0, 322], ""bathrooms"": [0, 0, 0, 0, 0, 151, 0], ""other"": {}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly"", ""Mid-range"", ""High-end"", ""Mid-range"", ""Mid-range"", ""Budget-friendly"", ""Budget-friendly"", ""Mid-range"", ""Budget-friendly"", ""Mid-range"", ""Mid-range"", ""Budget-friendly""], ""bathrooms"": [""High-end"", ""Mid-range"", ""Budget-friendly"", ""High-end"", ""Budget-friendly"", ""High-end"", ""High-end""], ""other"": {}}","[""Yes"", ""No"", ""No"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""No"", ""No"", ""Yes"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""No"", ""No"", ""Yes"", ""No""]",7025,Altrincham,812817.9799999999
"[""Bedroom"", ""Other/Custom""]",8,0,"{""bedrooms"": [313, 263, 301, 260, 278, 305, 309, 286], ""bathrooms"": [], ""other"": {""Other/Custom"": 399}}","{""bedrooms"": [0, 322, 0, 0, 0, 322, 0, 322], ""bathrooms"": [], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Budget-friendly"", ""High-end"", ""Mid-range"", ""Budget-friendly"", ""Mid-range"", ""Mid-range"", ""Mid-range"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""Yes"", ""No"", ""No"", ""No"", ""Yes"", ""No"", ""Yes"", ""No""]",4401,Tameside,375017.18
"[""Bedroom"", ""Other/Custom""]",5,0,"{""bedrooms"": [320, 305, 248, 253, 305], ""bathrooms"": [], ""other"": {""Other/Custom"": 380}}","{""bedrooms"": [0, 0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range"", ""High-end"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""No"", ""No"", ""No"", ""No"", ""No""]",3066,Trafford,234235.4
"[""Bedroom"", ""Kitchen""]",7,0,"{""bedrooms"": [267, 288, 268, 241, 305, 272, 251], ""bathrooms"": [], ""other"": {""Kitchen"": 350}}","{""bedrooms"": [322, 0, 322, 0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Kitchen"": 301}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly"", ""Mid-range"", ""High-end"", ""High-end"", ""High-end"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end""}}","[""Yes"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""No"", ""Yes""]",3621,Bolton,358136.16000000003
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [111], ""other"": {""Kitchen"": 377}}","{""bedrooms"": [], ""bathrooms"": [151], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Kitchen"": ""Mid-range""}}","[""Yes"", ""No""]",1907,Withington,81696.5
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [139], ""other"": {""Living room"": 312}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 301}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""Yes""]",1894,Manchester City Centre,83674.64
"[""Full renovation""]",4,2,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 2292}}","{""bedrooms"": [0, 0, 0, 0], ""bathrooms"": [0, 0], ""other"": {""Full renovation"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Budget-friendly""}}","[""No""]",2292,Prestwich,261808.64999999997
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [111], ""other"": {""Living room"": 338}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 301}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Living room"": ""High-end""}}","[""No"", ""Yes""]",1800,Salford,98562.68
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [139], ""other"": {""Kitchen"": 307}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Kitchen"": ""High-end""}}","[""No"", ""No""]",2199,Stretford,84206.6
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [131], ""other"": {""Other/Custom"": 431}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Other/Custom"": 301}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""Yes""]",4125,Prestwich,82153.42
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [139], ""other"": {""Kitchen"": 311}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Kitchen"": ""Mid-range""}}","[""No"", ""No""]",1666,Rochdale,85985.51000000001
"[""Full renovation""]",4,2,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 2119}}","{""bedrooms"": [0, 0, 0, 0], ""bathrooms"": [0, 0], ""other"": {""Full renovation"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Budget-friendly""}}","[""No""]",2119,Stretford,261808.64999999997
"[""Bedroom"", ""Living room""]",7,0,"{""bedrooms"": [270, 295, 311, 285, 305, 248, 246], ""bathrooms"": [], ""other"": {""Living room"": 302}}","{""bedrooms"": [0, 322, 0, 0, 0, 322, 322], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""High-end"", ""High-end"", ""Mid-range"", ""High-end"", ""Mid-range"", ""Budget-friendly"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly""}}","[""No"", ""Yes"", ""No"", ""No"", ""No"", ""Yes"", ""Yes"", ""No""]",3545,Tameside,342333.14
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 432, ""Other/Custom"": 425}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No""]",6472,Altrincham,70935.8
"[""Bedroom"", ""Bathroom"", ""Living room""]",1,1,"{""bedrooms"": [144], ""bathrooms"": [85], ""other"": {""Living room"": 186}}","{""bedrooms"": [143.34579439252337], ""bathrooms"": [0], ""other"": {""Living room"": 122.34579439252336}}","{""bedrooms"": [""High-end""], ""bathrooms"": [""High-end""], ""other"": {""Living room"": ""Budget-friendly""}}","[""Yes"", ""No"", ""Yes""]",857,Bury,73506.62000000001
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 428, ""Kitchen"": 353, ""Other/Custom"": 373}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""Mid-range"", ""Other/Custom"": ""Mid-range""}}","[""No"", ""No"", ""No""]",4097,Wigan,122295.65
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 438, ""Other/Custom"": 307}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 301, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""No""]",6181,Altrincham,80932.08
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 299, ""Other/Custom"": 297}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 200.75524475524475, ""Other/Custom"": 200.75524475524475}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""Yes""]",1410,Salford,55468.94
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [143], ""other"": {""Kitchen"": 332}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Kitchen"": 301}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Kitchen"": ""High-end""}}","[""No"", ""Yes""]",1683,Bury,99951.59
"[""Bedroom"", ""Bathroom"", ""Living room""]",2,1,"{""bedrooms"": [237, 239], ""bathrooms"": [110], ""other"": {""Living room"": 292}}","{""bedrooms"": [0, 0], ""bathrooms"": [0], ""other"": {""Living room"": 0}}","{""bedrooms"": [""High-end"", ""Budget-friendly""], ""bathrooms"": [""Budget-friendly""], ""other"": {""Living room"": ""High-end""}}","[""No"", ""No"", ""No"", ""No""]",1453,Didsbury,110816.19
"[""Bedroom"", ""Bathroom"", ""Living room""]",6,4,"{""bedrooms"": [308, 317, 257, 243, 250, 263], ""bathrooms"": [121, 138, 111, 114], ""other"": {""Living room"": 370}}","{""bedrooms"": [0, 0, 0, 0, 322, 0], ""bathrooms"": [0, 0, 151, 0], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Mid-range"", ""High-end"", ""Budget-friendly"", ""High-end"", ""Mid-range"", ""Budget-friendly""], ""bathrooms"": [""High-end"", ""Mid-range"", ""Mid-range"", ""High-end""], ""other"": {""Living room"": ""High-end""}}","[""No"", ""No"", ""No"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""Yes"", ""No"", ""No""]",2854,Oldham,457699.50000000006
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [135], ""other"": {""Kitchen"": 316}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Kitchen"": ""Mid-range""}}","[""No"", ""No""]",1913,Cheadle,79305.39
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [121], ""other"": {""Other/Custom"": 330}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No""]",3216,Oldham,69455.5
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [126], ""other"": {""Living room"": 307}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Living room"": ""High-end""}}","[""No"", ""No""]",6338,Altrincham,80495.55
"[""Bedroom"", ""Living room""]",2,0,"{""bedrooms"": [217, 238], ""bathrooms"": [], ""other"": {""Living room"": 296}}","{""bedrooms"": [0, 0], ""bathrooms"": [], ""other"": {""Living room"": 180.34265734265733}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""No"", ""No"", ""Yes""]",1271,Bury,83964.38
"[""Bedroom"", ""Bathroom""]",2,1,"{""bedrooms"": [231, 230], ""bathrooms"": [109], ""other"": {}}","{""bedrooms"": [0, 225.36363636363637], ""bathrooms"": [0], ""other"": {}}","{""bedrooms"": [""Mid-range"", ""Mid-range""], ""bathrooms"": [""Budget-friendly""], ""other"": {}}","[""No"", ""Yes"", ""No""]",1429,Manchester City Centre,78709.16
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 302, ""Kitchen"": 409}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Kitchen"": ""Mid-range""}}","[""No"", ""No""]",1692,Withington,79200.85
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [129], ""other"": {""Other/Custom"": 405}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""No""]",2920,Tameside,89244.17000000001
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 386, ""Kitchen"": 378, ""Other/Custom"": 317}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""High-end"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No"", ""No""]",3589,Prestwich,126738.34
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [122], ""other"": {""Living room"": 383}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 0}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Living room"": ""Budget-friendly""}}","[""No"", ""No""]",4181,Wigan,81306.03
"[""Bedroom"", ""Bathroom""]",3,1,"{""bedrooms"": [255, 272, 286], ""bathrooms"": [140], ""other"": {}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [0], ""other"": {}}","{""bedrooms"": [""Mid-range"", ""Mid-range"", ""High-end""], ""bathrooms"": [""High-end""], ""other"": {}}","[""No"", ""No"", ""No"", ""No""]",2159,Levenshulme,167973.59
"[""Bedroom"", ""Other/Custom""]",7,0,"{""bedrooms"": [264, 298, 265, 316, 276, 288, 261], ""bathrooms"": [], ""other"": {""Other/Custom"": 395}}","{""bedrooms"": [0, 0, 0, 0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Budget-friendly"", ""High-end"", ""High-end"", ""High-end"", ""High-end"", ""High-end"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No""]",3206,Oldham,330099.3500000001
"[""Full renovation""]",5,2,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 3038}}","{""bedrooms"": [0, 0, 0, 0, 0], ""bathrooms"": [0, 0], ""other"": {""Full renovation"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""High-end""}}","[""Yes""]",3038,Oldham,320794.74
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",2,1,"{""bedrooms"": [233, 236], ""bathrooms"": [103], ""other"": {""Kitchen"": 275}}","{""bedrooms"": [0, 200.5990675990676], ""bathrooms"": [0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""Budget-friendly"", ""High-end""], ""bathrooms"": [""High-end""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No"", ""Yes"", ""No"", ""No""]",1263,Bury,117032.34999999999
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 371, ""Kitchen"": 324}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""Mid-range""}}","[""No"", ""No""]",1939,Stretford,82930.94
"[""Full renovation""]",2,1,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 1068}}","{""bedrooms"": [0, 0], ""bathrooms"": [0], ""other"": {""Full renovation"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Mid-range""}}","[""No""]",1068,Sale,110022.01000000001
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [107], ""other"": {""Other/Custom"": 300}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""No""]",1448,Cheadle,58513.759999999995
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [112], ""other"": {""Other/Custom"": 308}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""No""]",1944,Manchester City Centre,75200.75
"[""Bedroom"", ""Bathroom"", ""Living room""]",4,3,"{""bedrooms"": [294, 291, 294, 300], ""bathrooms"": [144, 128, 124], ""other"": {""Living room"": 303}}","{""bedrooms"": [322, 0, 0, 322], ""bathrooms"": [0, 0, 0], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [""Budget-friendly"", ""Budget-friendly"", ""High-end""], ""other"": {""Living room"": ""High-end""}}","[""Yes"", ""No"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""No""]",2181,Ashton-under-Lyne,333483.06
"[""Bedroom"", ""Bathroom"", ""Living room""]",4,2,"{""bedrooms"": [294, 247, 299, 247], ""bathrooms"": [130, 136], ""other"": {""Living room"": 407}}","{""bedrooms"": [0, 322, 0, 0], ""bathrooms"": [0, 151], ""other"": {""Living room"": 301}}","{""bedrooms"": [""High-end"", ""Budget-friendly"", ""Budget-friendly"", ""Mid-range""], ""bathrooms"": [""Mid-range"", ""Mid-range""], ""other"": {""Living room"": ""Budget-friendly""}}","[""No"", ""Yes"", ""No"", ""No"", ""No"", ""Yes"", ""Yes""]",2111,Stretford,289307.02
"[""Bedroom"", ""Other/Custom""]",3,0,"{""bedrooms"": [240, 239, 238], ""bathrooms"": [], ""other"": {""Other/Custom"": 299}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No"", ""No"", ""No""]",1499,Withington,103557.9
"[""Bedroom"", ""Kitchen""]",2,0,"{""bedrooms"": [233, 209], ""bathrooms"": [], ""other"": {""Kitchen"": 268}}","{""bedrooms"": [0, 0], ""bathrooms"": [], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""High-end"", ""High-end""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}","[""No"", ""No"", ""No""]",1305,Didsbury,89125.67
"[""Bedroom"", ""Bathroom"", ""Living room""]",8,5,"{""bedrooms"": [267, 300, 279, 256, 242, 265, 244, 296], ""bathrooms"": [114, 129, 116, 112, 122], ""other"": {""Living room"": 333}}","{""bedrooms"": [0, 0, 0, 0, 322, 0, 0, 322], ""bathrooms"": [0, 0, 151, 0, 0], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly"", ""High-end"", ""High-end"", ""High-end"", ""High-end"", ""Budget-friendly"", ""Mid-range""], ""bathrooms"": [""High-end"", ""Mid-range"", ""High-end"", ""High-end"", ""High-end""], ""other"": {""Living room"": ""High-end""}}","[""No"", ""No"", ""No"", ""No"", ""Yes"", ""No"", ""No"", ""Yes"", ""No"", ""No"", ""Yes"", ""No"", ""No"", ""No""]",3724,Prestwich,613435.28
"[""Bedroom"", ""Living room""]",6,0,"{""bedrooms"": [281, 272, 278, 278, 267, 317], ""bathrooms"": [], ""other"": {""Living room"": 377}}","{""bedrooms"": [0, 0, 0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Mid-range"", ""High-end"", ""Mid-range"", ""Budget-friendly"", ""Mid-range"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No""]",3205,Prestwich,278805.1
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [106], ""other"": {""Other/Custom"": 274}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""No""]",1289,Chorlton,50382.78
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [146], ""other"": {""Living room"": 396}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Living room"": ""High-end""}}","[""No"", ""No""]",2193,Stretford,78814.52
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",2,1,"{""bedrooms"": [0, 0], ""bathrooms"": [0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [0, 0], ""bathrooms"": [0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range""], ""bathrooms"": [""Mid-range""], ""other"": {""Kitchen"": ""High-end""}}","[""No"", ""No"", ""No"", ""No""]",1076,Levenshulme,101763.31
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 399, ""Other/Custom"": 399}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No""]",3679,Tameside,78251.46
"[""Full renovation""]",3,1,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 1407}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [0], ""other"": {""Full renovation"": 200.3146853146853}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""High-end""}}","[""Yes""]",1407,Bury,164066.81999999998
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [119], ""other"": {""Living room"": 362}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 301}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Living room"": ""High-end""}}","[""No"", ""Yes""]",2068,Trafford,87245.95
"[""Bedroom"", ""Other/Custom""]",6,0,"{""bedrooms"": [247, 274, 306, 322, 272, 251], ""bathrooms"": [], ""other"": {""Other/Custom"": 314}}","{""bedrooms"": [0, 322, 0, 322, 322, 322], ""bathrooms"": [], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Mid-range"", ""Mid-range"", ""High-end"", ""High-end"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""Yes"", ""No"", ""Yes"", ""Yes"", ""Yes"", ""No""]",3556,Tameside,315983.24
