renovation_type,bedrooms_to_reno,bathrooms_to_reno,sqft_to_add,structural_changes,sqft_renovated,material_grade,property_size,Location
"[""Kitchen"", ""Bedroom""]",2,0,"{""bedrooms"": [135, 114], ""bathrooms"": [], ""other"": {""Kitchen"": 153}}","[""Yes"", ""Yes"", ""No""]","{""bedrooms"": [95, 138], ""bathrooms"": [], ""other"": {""Kitchen"": 94}}","{""bedrooms"": [""Mid-range"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}",1648,Stretford
"[""Bathroom"", ""Bedroom"", ""Living room""]",2,1,"{""bedrooms"": [14, 187], ""bathrooms"": [31], ""other"": {""Living room"": 267}}","[""No"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [92, 129], ""bathrooms"": [82], ""other"": {""Living room"": 167}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range""], ""bathrooms"": [""Budget-friendly""], ""other"": {""Living room"": ""Budget-friendly""}}",1002,Chorlton
"[""Kitchen"", ""Bathroom"", ""Living room""]",0,2,"{""bedrooms"": [], ""bathrooms"": [12, 75], ""other"": {""Kitchen"": 105, ""Living room"": 294}}","[""Yes"", ""No"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [65, 79], ""other"": {""Kitchen"": 163, ""Living room"": 107}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""Budget-friendly""], ""other"": {""Kitchen"": ""Budget-friendly"", ""Living room"": ""Budget-friendly""}}",1566,Ashton-under-Lyne
"[""Other"", ""Bathroom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [35], ""other"": {""Other"": 109}}","[""Yes"", ""No""]","{""bedrooms"": [], ""bathrooms"": [58], ""other"": {""Other"": 82}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Other"": ""Budget-friendly""}}",1274,Prestwich
"[""Kitchen"", ""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 268, ""Living room"": 213}}","[""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 299, ""Living room"": 231}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end"", ""Living room"": ""Mid-range""}}",1151,Stockport
"[""Living room"", ""Bathroom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [35, 61, 18], ""other"": {""Living room"": 84}}","[""No"", ""Yes"", ""Yes"", ""No""]","{""bedrooms"": [], ""bathrooms"": [86, 97, 40], ""other"": {""Living room"": 165}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Mid-range"", ""High-end""], ""other"": {""Living room"": ""High-end""}}",1583,Oldham
"[""Bathroom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [13], ""other"": {}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [94], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {}}",424,Manchester City Centre
"[""Bathroom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [75, 62], ""other"": {}}","[""Yes"", ""No""]","{""bedrooms"": [], ""bathrooms"": [54, 82], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""Budget-friendly""], ""other"": {}}",1826,Sale
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 223}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 175}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly""}}",992,Ashton-under-Lyne
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 190}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 146}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end""}}",1580,Oldham
"[""Kitchen"", ""Other"", ""Bedroom""]",1,0,"{""bedrooms"": [99], ""bathrooms"": [], ""other"": {""Kitchen"": 44, ""Other"": 229}}","[""Yes"", ""Yes"", ""No""]","{""bedrooms"": [116], ""bathrooms"": [], ""other"": {""Kitchen"": 288, ""Other"": 153}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Other"": ""Budget-friendly""}}",1526,Ashton-under-Lyne
"[""Bathroom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [76, 13], ""other"": {}}","[""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [73, 51], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""Budget-friendly""], ""other"": {}}",1146,Wigan
"[""Other""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 121}}","[""No""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 182}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": ""Mid-range""}}",979,Tameside
"[""Bedroom"", ""Kitchen"", ""Other""]",1,0,"{""bedrooms"": [57], ""bathrooms"": [], ""other"": {""Kitchen"": 241, ""Other"": 48}}","[""No"", ""Yes"", ""Yes""]","{""bedrooms"": [86], ""bathrooms"": [], ""other"": {""Kitchen"": 85, ""Other"": 121}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Other"": ""High-end""}}",1818,Sale
"[""Other"", ""Bathroom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [32, 43], ""other"": {""Other"": 116}}","[""No"", ""No"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [42, 78], ""other"": {""Other"": 237}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""High-end""], ""other"": {""Other"": ""Budget-friendly""}}",867,Chorlton
"[""Other"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 20, ""Kitchen"": 33}}","[""Yes"", ""No""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 143, ""Kitchen"": 120}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": ""Budget-friendly"", ""Kitchen"": ""Budget-friendly""}}",1647,Rochdale
"[""Living room"", ""Kitchen"", ""Bathroom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [3, 26, 40], ""other"": {""Living room"": 44, ""Kitchen"": 161}}","[""Yes"", ""Yes"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [75, 59, 59], ""other"": {""Living room"": 140, ""Kitchen"": 134}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Budget-friendly"", ""Mid-range""], ""other"": {""Living room"": ""Mid-range"", ""Kitchen"": ""Budget-friendly""}}",1469,Cheadle
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 231}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 220}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}",1224,Bolton
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 186}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 173}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly""}}",1468,Oldham
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 76}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 293}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}",1212,Cheadle
"[""Living room"", ""Bedroom"", ""Bathroom""]",2,2,"{""bedrooms"": [98, 27], ""bathrooms"": [39, 57], ""other"": {""Living room"": 65}}","[""Yes"", ""Yes"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [181, 194], ""bathrooms"": [77, 75], ""other"": {""Living room"": 226}}","{""bedrooms"": [""High-end"", ""Mid-range""], ""bathrooms"": [""High-end"", ""Mid-range""], ""other"": {""Living room"": ""Budget-friendly""}}",1370,Wigan
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 183}}","[""Yes"", ""No""]","{""bedrooms"": [], ""bathrooms"": [85], ""other"": {""Living room"": 107}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Living room"": ""Budget-friendly""}}",1225,Ashton-under-Lyne
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 125}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 87}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}",932,Levenshulme
"[""Living room"", ""Kitchen"", ""Bedroom""]",2,0,"{""bedrooms"": [46, 8], ""bathrooms"": [], ""other"": {""Living room"": 151, ""Kitchen"": 142}}","[""Yes"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [177, 112], ""bathrooms"": [], ""other"": {""Living room"": 248, ""Kitchen"": 239}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""Mid-range""}}",1227,Oldham
"[""Bathroom"", ""Other"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [23], ""other"": {""Other"": 97, ""Living room"": 183}}","[""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [58], ""other"": {""Other"": 153, ""Living room"": 108}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Other"": ""Mid-range"", ""Living room"": ""Budget-friendly""}}",1622,Stretford
"[""Kitchen"", ""Bedroom"", ""Bathroom""]",4,2,"{""bedrooms"": [124, 60, 174, 79], ""bathrooms"": [75, 29], ""other"": {""Kitchen"": 144}}","[""No"", ""No"", ""Yes"", ""No"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [154, 128, 128, 147], ""bathrooms"": [60, 49], ""other"": {""Kitchen"": 161}}","{""bedrooms"": [""High-end"", ""Mid-range"", ""High-end"", ""Budget-friendly""], ""bathrooms"": [""Budget-friendly"", ""Budget-friendly""], ""other"": {""Kitchen"": ""High-end""}}",1599,Sale
"[""Bedroom"", ""Other""]",1,0,"{""bedrooms"": [122], ""bathrooms"": [], ""other"": {""Other"": 299}}","[""Yes"", ""Yes""]","{""bedrooms"": [109], ""bathrooms"": [], ""other"": {""Other"": 197}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [], ""other"": {""Other"": ""High-end""}}",1513,Rochdale
"[""Other"", ""Kitchen"", ""Bedroom""]",2,0,"{""bedrooms"": [136, 67], ""bathrooms"": [], ""other"": {""Other"": 18, ""Kitchen"": 55}}","[""Yes"", ""Yes"", ""Yes"", ""No""]","{""bedrooms"": [118, 164], ""bathrooms"": [], ""other"": {""Other"": 109, ""Kitchen"": 133}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {""Other"": ""Mid-range"", ""Kitchen"": ""High-end""}}",1555,Ashton-under-Lyne
"[""Bathroom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [42, 71], ""other"": {}}","[""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [59, 75], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""Mid-range""], ""other"": {}}",1657,Sale
"[""Bedroom""]",1,0,"{""bedrooms"": [125], ""bathrooms"": [], ""other"": {}}","[""Yes""]","{""bedrooms"": [184], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [], ""other"": {}}",1328,Chorlton
"[""Living room"", ""Kitchen"", ""Other""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 251, ""Kitchen"": 70, ""Other"": 201}}","[""No"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 283, ""Kitchen"": 243, ""Other"": 194}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Kitchen"": ""Budget-friendly"", ""Other"": ""Mid-range""}}",1646,Stretford
"[""Bathroom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [55, 23, 44], ""other"": {}}","[""Yes"", ""No"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [52, 94, 96], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Budget-friendly"", ""High-end""], ""other"": {}}",1220,Prestwich
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 109}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 272}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly""}}",1449,Bury
"[""Kitchen"", ""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [43], ""other"": {""Kitchen"": 123, ""Living room"": 300}}","[""Yes"", ""No"", ""No""]","{""bedrooms"": [], ""bathrooms"": [95], ""other"": {""Kitchen"": 186, ""Living room"": 208}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Kitchen"": ""Budget-friendly"", ""Living room"": ""Budget-friendly""}}",1445,Sale
"[""Bedroom"", ""Other"", ""Bathroom""]",4,1,"{""bedrooms"": [59, 113, 135, 177], ""bathrooms"": [69], ""other"": {""Other"": 251}}","[""Yes"", ""Yes"", ""Yes"", ""Yes"", ""No"", ""No""]","{""bedrooms"": [118, 190, 129, 163], ""bathrooms"": [69], ""other"": {""Other"": 142}}","{""bedrooms"": [""Mid-range"", ""Mid-range"", ""Budget-friendly"", ""Mid-range""], ""bathrooms"": [""High-end""], ""other"": {""Other"": ""High-end""}}",1775,Stockport
"[""Other""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 260}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 215}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": ""High-end""}}",796,Salford
"[""Living room"", ""Other"", ""Bedroom""]",1,0,"{""bedrooms"": [115], ""bathrooms"": [], ""other"": {""Living room"": 58, ""Other"": 259}}","[""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [95], ""bathrooms"": [], ""other"": {""Living room"": 246, ""Other"": 174}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Other"": ""High-end""}}",1143,Wigan
"[""Bedroom"", ""Bathroom""]",2,2,"{""bedrooms"": [59, 34], ""bathrooms"": [23, 9], ""other"": {}}","[""Yes"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [82, 99], ""bathrooms"": [54, 47], ""other"": {}}","{""bedrooms"": [""High-end"", ""High-end""], ""bathrooms"": [""Budget-friendly"", ""High-end""], ""other"": {}}",1205,Tameside
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 95}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 171}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly""}}",980,Ashton-under-Lyne
"[""Kitchen"", ""Other"", ""Bedroom""]",1,0,"{""bedrooms"": [185], ""bathrooms"": [], ""other"": {""Kitchen"": 59, ""Other"": 145}}","[""No"", ""Yes"", ""No""]","{""bedrooms"": [134], ""bathrooms"": [], ""other"": {""Kitchen"": 169, ""Other"": 235}}","{""bedrooms"": [""High-end""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range"", ""Other"": ""Mid-range""}}",972,Wigan
"[""Other""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 29}}","[""No""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 194}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": ""High-end""}}",1331,Tameside
"[""Living room"", ""Kitchen"", ""Bathroom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [56], ""other"": {""Living room"": 5, ""Kitchen"": 46}}","[""No"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [54], ""other"": {""Living room"": 248, ""Kitchen"": 276}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""Budget-friendly""}}",978,Chorlton
"[""Kitchen"", ""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 94, ""Living room"": 279}}","[""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 288, ""Living room"": 147}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end"", ""Living room"": ""Budget-friendly""}}",1473,Altrincham
"[""Bedroom"", ""Bathroom""]",4,1,"{""bedrooms"": [139, 8, 83, 51], ""bathrooms"": [3], ""other"": {}}","[""Yes"", ""Yes"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [99, 89, 166, 126], ""bathrooms"": [88], ""other"": {}}","{""bedrooms"": [""High-end"", ""High-end"", ""Mid-range"", ""Mid-range""], ""bathrooms"": [""Mid-range""], ""other"": {}}",1379,Trafford
"[""Bathroom"", ""Other"", ""Kitchen""]",0,3,"{""bedrooms"": [], ""bathrooms"": [27, 62, 64], ""other"": {""Other"": 75, ""Kitchen"": 66}}","[""No"", ""No"", ""No"", ""No"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [90, 69, 87], ""other"": {""Other"": 177, ""Kitchen"": 153}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""Budget-friendly"", ""Mid-range""], ""other"": {""Other"": ""Budget-friendly"", ""Kitchen"": ""Budget-friendly""}}",1127,Levenshulme
"[""Bedroom"", ""Kitchen""]",1,0,"{""bedrooms"": [27], ""bathrooms"": [], ""other"": {""Kitchen"": 24}}","[""Yes"", ""Yes""]","{""bedrooms"": [138], ""bathrooms"": [], ""other"": {""Kitchen"": 158}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly""}}",1502,Altrincham
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",2,1,"{""bedrooms"": [50, 128], ""bathrooms"": [70], ""other"": {""Kitchen"": 228}}","[""No"", ""Yes"", ""Yes"", ""No""]","{""bedrooms"": [163, 80], ""bathrooms"": [56], ""other"": {""Kitchen"": 249}}","{""bedrooms"": [""Mid-range"", ""Mid-range""], ""bathrooms"": [""Mid-range""], ""other"": {""Kitchen"": ""Budget-friendly""}}",1963,Cheadle
"[""Living room"", ""Bathroom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [11, 41], ""other"": {""Living room"": 138}}","[""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [37, 50], ""other"": {""Living room"": 238}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Mid-range""], ""other"": {""Living room"": ""Budget-friendly""}}",1314,Oldham
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 53}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 144}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly""}}",501,Salford
"[""Bathroom"", ""Bedroom""]",4,3,"{""bedrooms"": [92, 158, 1, 189], ""bathrooms"": [40, 66, 66], ""other"": {}}","[""No"", ""Yes"", ""Yes"", ""No"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [127, 183, 85, 106], ""bathrooms"": [81, 41, 44], ""other"": {}}","{""bedrooms"": [""Budget-friendly"", ""High-end"", ""Mid-range"", ""High-end""], ""bathrooms"": [""High-end"", ""Budget-friendly"", ""Budget-friendly""], ""other"": {}}",1792,Sale
"[""Bathroom"", ""Other"", ""Bedroom""]",1,1,"{""bedrooms"": [26], ""bathrooms"": [54], ""other"": {""Other"": 64}}","[""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [197], ""bathrooms"": [55], ""other"": {""Other"": 118}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [""Mid-range""], ""other"": {""Other"": ""High-end""}}",870,Rochdale
"[""Other""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 34}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 275}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": ""High-end""}}",1132,Withington
"[""Bedroom"", ""Other"", ""Living room""]",2,0,"{""bedrooms"": [32, 134], ""bathrooms"": [], ""other"": {""Other"": 16, ""Living room"": 20}}","[""Yes"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [183, 97], ""bathrooms"": [], ""other"": {""Other"": 255, ""Living room"": 192}}","{""bedrooms"": [""Mid-range"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Other"": ""Budget-friendly"", ""Living room"": ""Budget-friendly""}}",1586,Altrincham
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 96}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 292}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}",585,Manchester City Centre
"[""Other""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 229}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 132}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": ""High-end""}}",986,Chorlton
"[""Bedroom"", ""Kitchen"", ""Other""]",1,0,"{""bedrooms"": [11], ""bathrooms"": [], ""other"": {""Kitchen"": 267, ""Other"": 72}}","[""Yes"", ""No"", ""No""]","{""bedrooms"": [95], ""bathrooms"": [], ""other"": {""Kitchen"": 153, ""Other"": 187}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Other"": ""High-end""}}",1198,Tameside
"[""Bedroom"", ""Other""]",2,0,"{""bedrooms"": [99, 149], ""bathrooms"": [], ""other"": {""Other"": 148}}","[""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [154, 155], ""bathrooms"": [], ""other"": {""Other"": 164}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {""Other"": ""Mid-range""}}",958,Didsbury
"[""Bathroom"", ""Living room""]",0,2,"{""bedrooms"": [], ""bathrooms"": [80, 36], ""other"": {""Living room"": 259}}","[""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [40, 76], ""other"": {""Living room"": 224}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Mid-range""], ""other"": {""Living room"": ""High-end""}}",766,Tameside
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 56, ""Kitchen"": 77}}","[""Yes"", ""No""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 149, ""Kitchen"": 274}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Kitchen"": ""Mid-range""}}",2461,Cheadle
"[""Other"", ""Bedroom"", ""Bathroom""]",2,1,"{""bedrooms"": [146, 28], ""bathrooms"": [11], ""other"": {""Other"": 202}}","[""Yes"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [126, 120], ""bathrooms"": [42], ""other"": {""Other"": 240}}","{""bedrooms"": [""Budget-friendly"", ""High-end""], ""bathrooms"": [""Budget-friendly""], ""other"": {""Other"": ""Mid-range""}}",1147,Stretford
